Count,Time difference,Running average latency
1,0.02571582794189453,0.02571582794189453
2,0.005771160125732422,0.015743494033813477
3,0.0062236785888671875,0.01257022221883138
4,0.007174015045166016,0.011221170425415039
5,0.006803035736083984,0.010337543487548829
6,0.006245136260986328,0.009655475616455078
7,0.008995294570922852,0.009561164038521903
8,0.006029844284057617,0.009119749069213867
9,0.006242275238037109,0.008800029754638672
10,0.00627899169921875,0.00854792594909668
11,0.005889892578125,0.008306286551735619
12,0.005690574645996094,0.008088310559590658
