Count,Time difference,Running average latency
1,1.014176607131958,1.014176607131958
2,0.03449273109436035,0.5243346691131592
3,0.03486466407775879,0.3611780007680257
4,0.04903864860534668,0.28314316272735596
5,0.08662009239196777,0.24383854866027832
6,1.0718684196472168,0.3818435271581014
7,0.07590794563293457,0.3381384440830776
8,0.0309450626373291,0.299739271402359
9,0.02538275718688965,0.26925521426730686
10,0.05588555335998535,0.2479182481765747
11,0.0405430793762207,0.22906596010381525
12,0.031219482421875,0.21257875363032022
13,0.04487776756286621,0.1996786777789776
14,0.05168437957763672,0.18910765647888184
15,0.04568958282470703,0.17954645156860352
16,0.03150486946105957,0.17029385268688202
17,0.04311537742614746,0.1628127659068388
18,0.03081798553466797,0.15547972255282932
19,0.030254840850830078,0.14888893930535568
20,0.02796769142150879,0.14284287691116332
21,0.044087886810302734,0.13814025833493188
22,0.026929378509521484,0.13308521834286777
23,0.024786949157714844,0.12837659794351328
24,0.025046110153198242,0.12407116095225014
25,0.02557206153869629,0.120131196975708
26,0.025380849838256836,0.1164869528550368
27,0.025289535522460938,0.11310927073160805
28,0.0402073860168457,0.11050563199179511
29,0.05126786231994629,0.10846295027897274
30,0.04095959663391113,0.10621283849080403
31,0.04167747497558594,0.10413105257095828
32,0.04283499717712402,0.10221555083990096
33,0.04804182052612305,0.10057392264857436
34,0.047368526458740234,0.0990090580547557
35,0.05265164375305176,0.09768456050327845
36,0.032691240310668945,0.09587919049792819
37,0.026130199432373047,0.09399408263129155
38,0.040709495544433594,0.09259185665532162
39,0.03590703010559082,0.09113839956430288
40,0.03665590286254883,0.08977633714675902
41,0.0500333309173584,0.08880699553140779
42,0.03986239433288574,0.08764164788382393
43,0.04056811332702637,0.08654691452203794
44,0.04696178436279297,0.08564725247296419
45,0.04348182678222656,0.08471024301317003
46,0.03813886642456055,0.08369782178298286
47,0.07221508026123047,0.08345350813358388
48,0.033266305923461914,0.082407941420873
49,0.03208780288696289,0.08138099981814015
50,0.026325702667236328,0.08027989387512208
51,0.03912019729614258,0.07947284100102443
52,0.03246259689331055,0.07856879784510686
53,0.056145429611206055,0.0781457154255993
54,0.041578054428100586,0.0774685365182382
55,0.026491403579711914,0.07654167955571956
56,0.04284930229187012,0.07594002996172224
57,0.02701592445373535,0.07508171232123124
58,0.03832888603210449,0.07444804290245319
59,0.03130078315734863,0.07371673341524804
60,0.038084983825683594,0.07312287092208862
61,0.037131547927856445,0.07253284923365859
62,0.04551815986633301,0.0720971284374114
63,0.03157329559326172,0.07145389299544078
64,0.027109146118164062,0.07076100632548332
65,0.037796974182128906,0.07025386736943172
66,0.03937411308288574,0.06978599230448405
67,0.03554058074951172,0.06927486675888744
68,0.038858652114868164,0.0688275694847107
69,0.039629220962524414,0.06840440501337466
70,0.026082277297973633,0.06779980318886893
71,0.024851322174072266,0.06719489500556193
72,0.0478055477142334,0.0669255985154046
73,0.050286054611206055,0.06669765955781283
74,0.03938579559326172,0.06632858031504862
75,0.02623605728149414,0.0657940133412679
76,0.038674354553222656,0.06543717572563573
77,0.044718265533447266,0.06516809896989302
78,0.05057024955749512,0.06498094705434945
79,0.04096055030822754,0.06467689139933525
80,0.04120373725891113,0.06438347697257994
81,0.03157615661621094,0.06397844832620501
82,0.03178739547729492,0.0635858745109744
83,0.03898811340332031,0.0632895159434123
84,0.039165496826171875,0.06300232523963563
85,0.031049728393554688,0.06262641233556408
86,0.03760027885437012,0.06233541078345718
87,0.039978981018066406,0.062078440326383724
88,0.030866384506225586,0.06172375787388193
89,0.03585696220397949,0.06143311972028752
90,0.02894115447998047,0.0610720978842841
91,0.02511286735534668,0.06067694150484523
92,0.043604373931884766,0.06049137011818262
93,0.029857873916625977,0.060161977685907815
94,0.03534054756164551,0.05989791991862843
95,0.046204328536987305,0.059753776851453264
96,0.04678082466125488,0.05961864193280536
97,0.03387784957885742,0.05935327293946569
98,0.0466768741607666,0.059223921931519784
99,0.06980466842651367,0.05933079815874194
100,0.041156768798828125,0.0591490578651428
101,0.03755688667297363,0.05893527399195301
102,0.031070709228515625,0.05866209198446833
103,0.055068016052246094,0.05862719804337879
104,0.028185606002807617,0.05833449042760407
105,0.03865671157836914,0.05814708300999231
106,0.04425549507141113,0.0580160302935906
107,0.037908077239990234,0.05782810549869714
108,0.04195594787597656,0.05768114107626454
109,0.037071943283081055,0.05749206586715277
110,0.03949785232543945,0.05732848210768265
111,0.05358242988586426,0.05729473388946806
112,0.042055606842041016,0.05715867025511604
113,0.03415632247924805,0.05695510965532959
114,0.04117417335510254,0.05681668038953813
115,0.03807520866394043,0.05665371107018511
116,0.05256938934326172,0.05661850140012542
117,0.04006481170654297,0.05647701687282985
118,0.04388880729675293,0.056370337130659705
119,0.04758143424987793,0.056296480803930446
120,0.03657937049865723,0.0561321715513865
121,0.045257568359375,0.056042298797733515
122,0.04593920707702637,0.055959486570514604
123,0.040186405181884766,0.0558312501364607
124,0.03601956367492676,0.05567147847144833
125,0.04224514961242676,0.05556406784057616
126,0.03588438034057617,0.055407879844544414
127,0.029852628707885742,0.05520665739464946
128,0.04399466514587402,0.055119063705205903
129,0.027721166610717773,0.05490667690602383
130,0.026324033737182617,0.054686810420109665
131,0.05211329460144043,0.054667165261188526
132,0.027164936065673828,0.05445881504001038
133,0.04351472854614258,0.05437652867539483
134,0.039261817932128906,0.05426373232656449
135,0.042586326599121094,0.05417723302487972
136,0.05107259750366211,0.05415440482251782
137,0.03965282440185547,0.05404855387054218
138,0.042110443115234375,0.05396204582159068
139,0.035643577575683594,0.05383025828025322
140,0.060053110122680664,0.05387470722198484
141,0.04819488525390625,0.05383442479667932
142,0.03937482833862305,0.053732596652608496
143,0.04441428184509277,0.0536674336119965
144,0.040730953216552734,0.053577596942583704
145,0.048748016357421875,0.05354428949027224
146,0.03146195411682129,0.05339304061785134
147,0.04000115394592285,0.05330193934797428
148,0.03983497619628906,0.053210946353706136
149,0.05405282974243164,0.05321659657779154
150,0.033603668212890625,0.05308584372202554
151,0.036931514739990234,0.05297886141088623
152,0.0408177375793457,0.05289885401725767
153,0.030908584594726562,0.05275512676613001
154,0.0443720817565918,0.05270069140892522
155,0.05496644973754883,0.05271530920459376
156,0.039609670639038086,0.0526312987009684
157,0.026732444763183594,0.05246633784786149
158,0.025613784790039062,0.05229638498040692
159,0.02601146697998047,0.052131071030718706
160,0.025872468948364258,0.051966954767703986
161,0.026250600814819336,0.05180722586116433
162,0.04935622215270996,0.05179209620864301
163,0.028219223022460938,0.051647477354740054
164,0.04071807861328125,0.05158083467948725
165,0.03084087371826172,0.05145513794638892
166,0.0472104549407959,0.05142956756683715
167,0.037319183349609375,0.05134507424817112
168,0.048113346099853516,0.051325837771097796
169,0.03935861587524414,0.051255025807217004
170,0.04261636734008789,0.05120421016917507
171,0.038469552993774414,0.05112973848978676
172,0.03325176239013672,0.05102579676827717
173,0.026549577713012695,0.05088431573327564
174,0.02384328842163086,0.050728907530335154
