Count,Time difference,Running average latency
1,0.005724906921386719,0.005724906921386719
2,0.006600856781005859,0.006162881851196289
3,0.005219936370849609,0.0058485666910807295
4,0.006479501724243164,0.006006300449371338
5,0.011451005935668945,0.007095241546630859
6,0.007101774215698242,0.007096330324808757
7,0.006588459014892578,0.007023777280535016
8,0.006871938705444336,0.007004797458648682
9,0.0065462589263916016,0.006953848732842339
10,0.006652116775512695,0.006923675537109375
11,0.007246971130371094,0.006953066045587713
12,0.010225057601928711,0.00722573200861613
13,0.008038759231567383,0.0072882725642277645
14,0.00639653205871582,0.007224576813834054
15,0.0065174102783203125,0.007177432378133138
16,0.007070064544677734,0.007170721888542175
17,0.0067789554595947266,0.007147676804486443
18,0.00764775276184082,0.0071754588021172416
19,0.006566047668457031,0.007143384531924599
20,0.01413416862487793,0.007492923736572265
21,0.007895708084106445,0.007512103943597703
22,0.008280277252197266,0.00754702091217041
23,0.00730133056640625,0.007536338723224142
24,0.009262800216674805,0.007608274618784587
25,0.01876974105834961,0.008054733276367188
26,0.014079809188842773,0.008286466965308556
27,0.00717926025390625,0.008245459309330693
28,0.007517814636230469,0.008219471999577113
29,0.007713794708251953,0.008202034851600383
30,0.007141590118408203,0.008166686693827311
31,0.007522106170654297,0.008145893773724955
32,0.013799190521240234,0.008322559297084808
33,0.007297039031982422,0.008291482925415039
34,0.008628606796264648,0.008301398333381204
35,0.007581233978271484,0.008280822208949499
36,0.009383678436279297,0.008311457104153104
37,0.005839109420776367,0.008244636896494273
38,0.02329850196838379,0.008640791240491365
39,0.009486198425292969,0.00866246834779397
40,0.00657963752746582,0.008610397577285767
41,0.008060693740844727,0.008596990166640863
42,0.00742030143737793,0.00856897376832508
43,0.005658149719238281,0.008501280185788176
44,0.007570743560791016,0.00848013162612915
45,0.007654905319213867,0.008461793263753256
46,0.007712125778198242,0.00844549614450206
47,0.01023244857788086,0.008483516409042035
48,0.007065534591674805,0.008453975121180218
49,0.006471395492553711,0.008413514312432738
50,0.006368398666381836,0.00837261199951172
51,0.014269113540649414,0.00848822967678893
52,0.008968591690063477,0.008497467407813441
53,0.009472370147705078,0.00851586179913215
54,0.00860142707824707,0.008517446341337982
55,0.007959842681884766,0.008507308092984287
56,0.007600307464599609,0.008491111653191703
57,0.00830698013305664,0.008487881275645474
58,0.0077838897705078125,0.008475743491074135
59,0.009006261825561523,0.008484735327251887
60,0.009177923202514648,0.008496288458506267
61,0.007805347442626953,0.008484961556606605
62,0.00813436508178711,0.008479306774754678
63,0.0074956417083740234,0.008463693043542287
64,0.013475656509399414,0.008542004972696304
65,0.005944490432739258,0.008502043210543118
66,0.007658720016479492,0.00848926558639064
67,0.008018970489501953,0.008482246256586331
68,0.0074405670166015625,0.008466927444233614
69,0.009546518325805664,0.008482573688894079
70,0.007478952407836914,0.008468236242021834
71,0.007296085357666016,0.00845172707463654
72,0.008038520812988281,0.008445988098780314
73,0.007233142852783203,0.008429373780341998
74,0.00804448127746582,0.00842417253030313
75,0.010661125183105469,0.008453998565673828
76,0.006499290466308594,0.008428278722261128
77,0.00708460807800293,0.00841082845415388
78,0.007875919342041016,0.008403970645024227
79,0.007489919662475586,0.008392400379422345
80,0.00753474235534668,0.0083816796541214
81,0.008381128311157227,0.008381672847418139
82,0.006047964096069336,0.008353212984596813
83,0.007646799087524414,0.00834470197378871
84,0.007323265075683594,0.00833254201071603
85,0.00652313232421875,0.008311254837933709
86,0.013549327850341797,0.008372162663659383
87,0.012973308563232422,0.008425049398137234
88,0.008928537368774414,0.00843077085234902
89,0.012985706329345703,0.008481949902652353
90,0.019247055053710938,0.00860156218210856
91,0.008036375045776367,0.008595351334456557
92,0.008219003677368164,0.008591260599053423
93,0.010444402694702148,0.00861118685814642
94,0.012857913970947266,0.00865636480615494
95,0.005491495132446289,0.008623050388536955
96,0.00786280632019043,0.008615131179491678
97,0.008568763732910156,0.008614653164578467
98,0.01044774055480957,0.008633358137948173
99,0.008031368255615234,0.008627277432066021
100,0.00788569450378418,0.008619861602783203
101,0.005994319915771484,0.008593866140535563
102,0.012663125991821289,0.008633760844959933
103,0.008881092071533203,0.008636162119004333
104,0.0055484771728515625,0.008606472840675942
105,0.007056236267089844,0.008591708682832266
106,0.0071866512298583984,0.008578453423841946
107,0.010792016983032227,0.00859914093374092
108,0.007541656494140625,0.008589349411152029
109,0.008780956268310547,0.008591107272226877
110,0.007520198822021484,0.008581371740861373
111,0.006809711456298828,0.008565410837396845
112,0.007975339889526367,0.008560142346790858
113,0.015850543975830078,0.008624659175366426
114,0.00810551643371582,0.008620105291667736
115,0.007680654525756836,0.008611936154572859
116,0.010174989700317383,0.008625410754105138
117,0.012250661849975586,0.008656395806206595
118,0.007726192474365234,0.008648512727123194
119,0.010167837142944336,0.008661280159188918
120,0.009319067001342773,0.008666761716206867
121,0.007868528366088867,0.00866016474637118
122,0.019087553024291992,0.008745635142091843
123,0.008573293685913086,0.00874423399204161
124,0.01031041145324707,0.008756864455438428
125,0.007880926132202148,0.008749856948852537
126,0.008562088012695312,0.008748366719200497
127,0.010500192642211914,0.008762160624106098
128,0.00767827033996582,0.008753692731261252
129,0.007889747619628906,0.00874699548233387
130,0.007591962814331055,0.008738110615656925
131,0.014817953109741211,0.008784521627062149
132,0.009739875793457031,0.008791759158625746
133,0.0076749324798583984,0.008783361965552306
134,0.010882139205932617,0.008799024482271564
135,0.007567405700683594,0.008789901380185728
136,0.0067408084869384766,0.008774834520676556
137,0.007279396057128906,0.008763918911453582
138,0.007642030715942383,0.008755789286848427
139,0.008218050003051758,0.008751920658907444
140,0.015140533447265625,0.008797553607395717
141,0.007134437561035156,0.008785758458130748
142,0.007958412170410156,0.008779932075822857
143,0.00762939453125,0.008771886358727943
144,0.009100914001464844,0.008774171272913614
145,0.007653474807739258,0.008766442331774482
146,0.015123128890991211,0.008809981280810212
147,0.0076847076416015625,0.008802326358094506
148,0.008014440536499023,0.008797002805245887
149,0.007643938064575195,0.008789264115711185
