Count,Time difference,Running average latency
1,0.0012943744659423828,0.0012943744659423828
2,0.0014488697052001953,0.001371622085571289
3,0.002125978469848633,0.001623074213663737
4,0.0017697811126708984,0.0016597509384155273
5,0.0018115043640136719,0.0016901016235351563
6,0.002085447311401367,0.0017559925715128581
7,0.002475261688232422,0.0018587453024727957
8,0.009088754653930664,0.0027624964714050293
9,0.00571751594543457,0.0030908319685194227
10,0.004846334457397461,0.0032663822174072267
11,0.009256839752197266,0.0038109692660245028
12,0.0024292469024658203,0.003695825735727946
13,0.005914926528930664,0.0038665257967435396
14,0.005747318267822266,0.004000868116106305
15,0.005059242248535156,0.004071426391601562
16,0.005412101745605469,0.004155218601226807
17,0.0018091201782226562,0.004017212811638327
18,0.0016582012176513672,0.003886156611972385
19,0.0018062591552734375,0.0037766883247777037
20,0.0016205310821533203,0.0036688804626464843
21,0.0018963813781738281,0.0035844757443382626
22,0.0020203590393066406,0.003513379530473189
23,0.0017271041870117188,0.003435715385105299
24,0.0018310546875,0.003368854522705078
25,0.00189208984375,0.003309783935546875
26,0.004418373107910156,0.0033524219806377706
27,0.0016846656799316406,0.0032906532287597656
28,0.00194549560546875,0.0032426118850708008
29,0.0015811920166015625,0.003185321544778758
30,0.0018489360809326172,0.0031407753626505534
31,0.0018413066864013672,0.0030988570182554184
32,0.0018050670623779297,0.003058426082134247
33,0.0025119781494140625,0.003041867053869999
34,0.0018432140350341797,0.003006612553316004
35,0.0027589797973632812,0.002999537331717355
36,0.0018970966339111328,0.0029689139790005153
37,0.001842498779296875,0.002938470324954471
38,0.0018208026885986328,0.0029090580187345807
39,0.0016369819641113281,0.002876440684000651
40,0.0018014907836914062,0.00284956693649292
41,0.001641988754272461,0.002820113810097299
42,0.0019216537475585938,0.0027987219038463776
43,0.0017960071563720703,0.0027754029562306964
44,0.002020597457885742,0.002758248285813766
45,0.0016031265258789062,0.002732578913370769
46,0.0017502307891845703,0.0027112235193667215
47,0.0032873153686523438,0.0027234807927557776
48,0.0014889240264892578,0.002697760860125225
49,0.0026667118072509766,0.002697127205984934
50,0.001850128173828125,0.002680187225341798
51,0.0020258426666259766,0.002667356939876782
52,0.0017697811126708984,0.0026500958662766688
53,0.0019860267639160156,0.002637566260571751
54,0.001861572265625,0.00262319600140607
55,0.0017652511596679688,0.0026075970042835593
56,0.001767873764038086,0.002592601946422033
57,0.0019097328186035156,0.002580621786284866
58,0.004161357879638672,0.0026078758568599315
59,0.0022339820861816406,0.0026015386743060624
60,0.002171039581298828,0.0025943636894226085
61,0.0025222301483154297,0.0025931811723552776
62,0.00892329216003418,0.002695279736672679
63,0.00431060791015625,0.0027209198664105137
64,0.005611419677734375,0.002766083925962449
65,0.0061571598052978516,0.0028182543241060706
66,0.0024871826171875,0.002813238086122456
67,0.0024242401123046875,0.002807432146214728
68,0.003655672073364258,0.0028199062627904566
69,0.0020165443420410156,0.0028082633364027833
70,0.006375789642333984,0.0028592279979160863
71,0.0051727294921875,0.002891812526004416
72,0.0019006729125976562,0.002878046698040433
73,0.0017726421356201172,0.0028629041697881
74,0.0016913414001464844,0.002847072240468619
75,0.0016427040100097656,0.002831013997395834
76,0.0036573410034179688,0.0028418867211592834
77,0.0017161369323730469,0.002827266594032189
78,0.001867532730102539,0.0028149623137253984
79,0.0017902851104736328,0.0028019917162158824
80,0.0020334720611572266,0.002792385220527649
81,0.001683950424194336,0.0027787008403260035
82,0.0017690658569335938,0.0027663882185773154
83,0.0018224716186523438,0.002755015729421593
84,0.0017397403717041016,0.002742929118020194
85,0.0019524097442626953,0.0027336288900936356
86,0.0017218589782714844,0.002721864123677099
87,0.0017039775848388672,0.0027101642784030963
88,0.0019571781158447266,0.0027016076174649333
89,0.004017829895019531,0.0027163966318194794
90,0.0016574859619140625,0.002704630957709419
91,0.001783609390258789,0.002694509841583588
92,0.0017681121826171875,0.002684440301812214
93,0.001529693603515625,0.0026720236706477348
94,0.005340576171875,0.00270041252704377
95,0.00174713134765625,0.002690377988313375
96,0.0016696453094482422,0.002679745356241863
97,0.001528024673461914,0.002667871947141039
98,0.0015070438385009766,0.0026560267623589977
99,0.001485586166381836,0.0026442041300764
100,0.0012614727020263672,0.0026303768157958994
